| Product ID | Product Name            | Description                                       | Price | Category          | Halal Certificate |
| T95        | Disney Princess Dress-up Set  | Dress-up set featuring popular Disney princesses.| $16.99 | Toys & Games  |
| T96        | Paw Patrol Adventure Set      | Join the Paw Patrol on exciting adventures.       | $29.99 | Toys & Games  |
| T97        | Chess Master Set              | Chess set for beginners and masters alike.        | $14.99 | Toys & Games  |
| T98        | Science Experiment Kit        | Educational science kit for hands-on learning.    | $21.99 | Toys & Games  |
| T99        | Superhero Action Figures      | Set of superhero action figures for epic battles.| $19.99 | Toys & Games  |
| T100       | Musical Keyboard for Kids      | Electronic keyboard for budding musicians.        | $39.99 | Toys & Games  |
| S1         | Ballpoint Pens (Pack of 10)| Blue and black ink pens for everyday use.     | $2.99 | Stationery  | WriteRight      |
| S2         | Spiral Notebooks (Set of 3)| College-ruled notebooks for school or work.   | $4.49 | Stationery  | NoteMasters     |
| S3         | Mechanical Pencils (Pack of 5)| Refillable mechanical pencils with erasers. | $3.99 | Stationery  | LeadMaster      |
| S4         | Sticky Notes (Assorted Colors)| Assorted sticky notes for reminders.        | $1.99 | Stationery  | StickEase       |
| S5         | Whiteboard Markers (Pack of 8)| Dry erase markers for whiteboards.         | $5.49 | Stationery  | BrightWrite     |
| S6         | Highlighters (Pack of 6)  | Assorted highlighters for studying.          | $3.29 | Stationery  | GlowUp          |
| S7         | Pocket Calculators       | Basic pocket calculators for math tasks.     | $6.99 | Stationery  | CalcMaster      |
| S8         | File Folders (Set of 12) | Assorted file folders for organization.     | $7.99 | Stationery  | OrganizePro     |
| S9         | Desk Organizer           | Mesh desk organizer for office supplies.     | $8.99 | Stationery  | DeskMate        |
| S10        | Glue Sticks (Pack of 4)  | Clear glue sticks for crafting and projects. | $2.49 | Stationery  | CraftBond       |
| ...        | ...                      | ...                                           | ...   | ...         | ...             |
| S91        | Correction Tape (Pack of 3)| White correction tape for neat corrections. | $3.79 | Stationery  | CorrectEase     |
| S92        | Binder Clips (Assorted Sizes)| Assorted binder clips for paperwork.       | $1.59 | Stationery  | ClipIt          |
| S93        | Dry Erase Board          | Magnetic dry erase board for messages.       | $12.99| Stationery  | QuickNotes      |
| S94        | Art Sketchbook           | Acid-free sketchbook for artistic creations. | $9.49 | Stationery  | ArtCanvas       |
| S95        | Rollerball Pens (Pack of 5)| Smooth rollerball pens for precise writing.| $4.99 | Stationery  | GlideWrite      |
| S96        | Craft Scissors           | Stainless steel craft scissors for cutting. | $3.49 | Stationery  | CutCraft        |
| S97        | Permanent Markers (Pack of 4)| Permanent markers for labeling.          | $5.99 | Stationery  | MarkRight       |
| S98        | Notebook Planner         | Weekly planner notebook for scheduling.      | $6.49 | Stationery  | PlanAhead       |
| S99        | Stapler and Remover Set   | Stapler and staple remover combo set.       | $7.99 | Stationery  | StapleEase      |
| S100       | Colored Pencils (Pack of 12)| Assorted colored pencils for drawing.     | $8.99 | Stationery  | ColorBlend      |
| PS1        | Colorful Party Hats            | Assorted vibrant party hats for celebration.        | $2.99 | Party Supplies  | 150               |
| PS2        | Balloon Bouquet                | Set of helium balloons for a festive atmosphere.   | $9.99 | Party Supplies  | 200               |
| PS3        | Sparkling Confetti             | Shimmering confetti to add sparkle to your party.   | $1.49 | Party Supplies  | 100               |
| PS4        | Birthday Banner                | Decorative banner with 'Happy Birthday' message.    | $3.99 | Party Supplies  | 75                |
| PS5        | Party Streamers                | Colorful streamers to enhance party decorations.    | $1.79 | Party Supplies  | 120               |
| PS6        | Cake Toppers                   | Fun cake toppers featuring various designs.         | $2.49 | Party Supplies  | 80                |
| PS7        | Disposable Tableware Set        | Convenient set of plates, cups, and utensils.       | $7.99 | Party Supplies  | 100               |
| PS8        | Birthday Candles               | Pack of birthday candles for cake decoration.       | $0.99 | Party Supplies  | 150               |
| PS9        | Party Favor Bags               | Colorful bags filled with party favors for guests.  | $4.49 | Party Supplies  | 50                |
| PS10       | Decorative Tablecloth          | Vibrant tablecloth to add a festive touch to tables.| $5.99 | Party Supplies  | 90                |
| ...        | ...                            | ...                                                | ...   | ...             | ...               |
| PS91       | Glow-in-the-Dark Stickers      | Stickers that glow in the dark for added fun.       | $1.29 | Party Supplies  | 120               |
| PS92       | Carnival Game Set              | Mini carnival games for an entertaining party.      | $8.99 | Party Supplies  | 30                |
| PS93       | Photo Booth Props             | Assorted props for creating memorable photos.       | $3.49 | Party Supplies  | 70                |
| PS94       | Disposable Champagne Flutes    | Elegant disposable flutes for toasting.             | $6.99 | Party Supplies  | 40                |
| PS95       | Pin the Tail on the Donkey     | Classic party game for kids' entertainment.         | $2.99 | Party Supplies  | 60                |
| PS96       | Whistle Favors                 | Whistle party favors for a lively atmosphere.       | $1.49 | Party Supplies  | 100               |
| PS97       | Outdoor Party Lights           | String lights for outdoor party ambiance.           | $12.99| Party Supplies  | 50                |
| PS98       | Pinata                         | Traditional pinata for a fun-filled activity.       | $9.99 | Party Supplies  | 25                |
| PS99       | Hanging Paper Lanterns         | Decorative lanterns to hang around the venue.      | $4.79 | Party Supplies  | 80                |
| PS100      | Glow Stick Bracelets           | Glow stick bracelets for a glowing party look.      | $1.99 | Party Supplies  | 150               |
| CH1        | Acrylic Paint Set         | Set of vibrant acrylic paints for art projects.   | $12.99 | Crafts & Hobbies | No                |
| CH2        | Sketching Pencils          | Professional sketching pencils for detailed art.  | $8.49  | Crafts & Hobbies | No                |
| CH3        | DIY Scrapbooking Kit       | Scrapbooking kit with assorted materials.         | $19.99 | Crafts & Hobbies | No                |
| CH4        | Knitting Yarn Bundle       | Bundle of colorful yarn for knitting projects.    | $14.99 | Crafts & Hobbies | No                |
| CH5        | Watercolor Paint Set       | High-quality watercolor set for artistic painting.| $15.99 | Crafts & Hobbies | No                |
| CH6        | Wood Carving Tools         | Set of tools for wood carving and sculpting.      | $22.99 | Crafts & Hobbies | No                |
| CH7        | Cross-Stitch Kit           | Cross-stitch kit with embroidery materials.       | $9.99  | Crafts & Hobbies | No                |
| CH8        | DIY Candle Making Kit      | Kit for making scented candles at home.           | $17.99 | Crafts & Hobbies | No                |
| CH9        | Modeling Clay Set          | Assorted colors of modeling clay for creativity.  | $7.49  | Crafts & Hobbies | No                |
| CH10       | Origami Paper Pack         | Pack of origami paper for folding art.           | $5.99  | Crafts & Hobbies | No                |
| ...        | ...                       | ...                                               | ...   | ...              | ...               |
| CH91       | Calligraphy Pen Set        | Set of calligraphy pens for elegant writing.     | $10.99 | Crafts & Hobbies | No                |
